Código del ámbito,Ámbito,Código del área,Área,Código del elemento,Elemento,Código del producto,Producto,Código del año,Año,Unidad,Valor
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2005,2005,kg/ha,27241.1
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2005,2005,toneladas,140346
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2006,2006,kg/ha,28772.2
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2006,2006,toneladas,164606
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2007,2007,kg/ha,36930.2
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2007,2007,toneladas,223945
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2008,2008,kg/ha,37777
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2008,2008,toneladas,207698
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2009,2009,kg/ha,33405.6
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2009,2009,toneladas,185902
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2010,2010,kg/ha,31984.6
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2010,2010,toneladas,157620
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2011,2011,kg/ha,30821.3
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2011,2011,toneladas,153120
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2012,2012,kg/ha,33913.5
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2012,2012,toneladas,165788
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2013,2013,kg/ha,34595
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2013,2013,toneladas,167548.52
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2014,2014,kg/ha,32220.9
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2014,2014,toneladas,155289.83
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2015,2015,kg/ha,33050.5
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2015,2015,toneladas,176219.78
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2016,2016,kg/ha,29651.1
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2016,2016,toneladas,177458.37
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2017,2017,kg/ha,31163.4
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2017,2017,toneladas,168594
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2018,2018,kg/ha,24157.3
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2018,2018,toneladas,125328
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2019,2019,kg/ha,21129.1
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2019,2019,toneladas,144967
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2020,2020,kg/ha,26849.9
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2020,2020,toneladas,196017.12
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2021,2021,kg/ha,21038.8
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2021,2021,toneladas,146179.1
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2022,2022,kg/ha,20060.3
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2022,2022,toneladas,152337.37
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2023,2023,kg/ha,22074.5
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2023,2023,toneladas,178470.72
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,600,Papayas,2024,2024,kg/ha,22192.8
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,600,Papayas,2024,2024,toneladas,166530.7
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2000,2000,kg/ha,7229.1
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2000,2000,toneladas,2825083
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2001,2001,kg/ha,7730.7
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2001,2001,toneladas,3058990
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2002,2002,kg/ha,7847.9
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2002,2002,toneladas,3079177
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2003,2003,kg/ha,7563.7
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2003,2003,toneladas,2924181
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2004,2004,kg/ha,7852
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2004,2004,toneladas,3072795
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2005,2005,kg/ha,7886.8
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2005,2005,toneladas,3046284
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2006,2006,kg/ha,8195.3
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2006,2006,toneladas,3156975
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2007,2007,kg/ha,8156
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2007,2007,toneladas,3218804
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2008,2008,kg/ha,8161.1
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2008,2008,toneladas,3379742
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2009,2009,kg/ha,7871.4
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2009,2009,toneladas,2754008.5
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2010,2010,kg/ha,8077.1
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2010,2010,toneladas,2978461.2
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2011,2011,kg/ha,7962.4
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2011,2011,toneladas,2957039.8
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2012,2012,kg/ha,8105
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2012,2012,toneladas,3216926
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2013,2013,kg/ha,8423
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2013,2013,toneladas,3349398.71
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2014,2014,kg/ha,8675.9
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2014,2014,toneladas,3467332.46
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2015,2015,kg/ha,8831.6
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2015,2015,toneladas,3651635.92
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2016,2016,kg/ha,8657.1
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2016,2016,toneladas,3644924.75
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2017,2017,kg/ha,7434.3
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2017,2017,toneladas,1312732
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2018,2018,kg/ha,8125.9
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2018,2018,toneladas,1906453
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2019,2019,kg/ha,8720
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2019,2019,toneladas,2185005
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2020,2020,kg/ha,8711.7
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2020,2020,toneladas,2300810.27
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2021,2021,kg/ha,8652
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2021,2021,toneladas,2333021.61
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2022,2022,kg/ha,9022.3
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2022,2022,toneladas,2478699.19
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2023,2023,kg/ha,9273.2
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2023,2023,toneladas,2589360.62
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,489,Plátanos (Verde) y bananos para cocinar,2024,2024,kg/ha,9430.4
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,489,Plátanos (Verde) y bananos para cocinar,2024,2024,toneladas,2658563.31
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2000,2000,kg/ha,9993.9
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2000,2000,toneladas,1792380
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2001,2001,kg/ha,10410.8
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2001,2001,toneladas,1980110
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2002,2002,kg/ha,10310
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2002,2002,toneladas,1646089
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2003,2003,kg/ha,10650
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2003,2003,toneladas,1668475
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2004,2004,kg/ha,10855.9
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2004,2004,toneladas,1655465
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2005,2005,kg/ha,10691.2
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2005,2005,toneladas,1613971
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2006,2006,kg/ha,10363.9
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2006,2006,toneladas,1703144
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2007,2007,kg/ha,10833.7
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2007,2007,toneladas,1793924
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2008,2008,kg/ha,10921.5
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2008,2008,toneladas,1803911
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2009,2009,kg/ha,10689.9
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2009,2009,toneladas,2250233
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2010,2010,kg/ha,10609.4
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2010,2010,toneladas,2082440
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2011,2011,kg/ha,10703.9
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2011,2011,toneladas,1870699.2
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2012,2012,kg/ha,9636.5
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2012,2012,toneladas,2217949
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2013,2013,kg/ha,9963.3
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2013,2013,toneladas,2490789
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2014,2014,kg/ha,11080.1
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2014,2014,toneladas,2186207
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2015,2015,kg/ha,8779.4
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2015,2015,toneladas,2092200
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2016,2016,kg/ha,10413.8
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2016,2016,toneladas,2400076
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2017,2017,kg/ha,11776.5
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2017,2017,toneladas,1056556.29
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2018,2018,kg/ha,9848.7
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2018,2018,toneladas,1078918.82
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2019,2019,kg/ha,10893.2
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2019,2019,toneladas,1026643.44
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2020,2020,kg/ha,10618.2
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2020,2020,toneladas,1030750.01
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2021,2021,kg/ha,10347.3
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2021,2021,toneladas,984366.26
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2022,2022,kg/ha,10592.1
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2022,2022,toneladas,1019021.16
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2023,2023,kg/ha,10541.9
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2023,2023,toneladas,1061253.22
QCL,Cultivos y productos de ganadería,44,Colombia,5412,Rendimiento,125,"Yuca, fresca",2024,2024,kg/ha,10632.4
QCL,Cultivos y productos de ganadería,44,Colombia,5510,Producción,125,"Yuca, fresca",2024,2024,toneladas,1115404.76
