"Código Dane departamento","Departamento","Código Dane municipio","Municipio","Grupo cultivo","Subgrupo","Cultivo","Desagregación cultivo","Año","Periodo","Área sembrada","Área cosechada","Producción","Rendimiento","Ciclo del cultivo","Estado físico del cultivo","Código del cultivo","Nombre científico del cultivo"
"73","Tolima","73520","Palocabildo","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021B","62,00","62,00","142,00","2,29","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73520","Palocabildo","Cereales","Cereales","Maíz","Maíz blanco tradicional","2022","2022A","37,00","37,00","92,50","2,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73520","Palocabildo","Cereales","Cereales","Maíz","Maíz blanco tradicional","2022","2022B","57,00","57,00","142,50","2,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73520","Palocabildo","Cereales","Cereales","Maíz","Maíz blanco tradicional","2023","2023A","30,00","30,00","75,00","2,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73520","Palocabildo","Cereales","Cereales","Maíz","Maíz blanco tradicional","2023","2023B","51,00","51,00","127,50","2,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73520","Palocabildo","Cereales","Cereales","Maíz","Maíz blanco tradicional","2024","2024A","20,00","50,00","75,00","1,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73520","Palocabildo","Cereales","Cereales","Maíz","Maíz blanco tradicional","2024","2024B","40,00","19,00","47,50","2,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73520","Palocabildo","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019A","165,00","163,00","489,00","3,00","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73520","Palocabildo","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019B","128,00","128,00","166,40","1,30","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73520","Palocabildo","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020A","142,00","142,00","198,80","1,40","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73520","Palocabildo","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020B","120,00","120,00","156,00","1,30","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021A","210,00","210,00","345,00","1,64","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021B","160,00","160,00","185,00","1,16","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022A","150,00","0,00","0,00","0,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022B","100,00","250,00","750,00","3,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023A","160,00","80,00","240,00","3,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023B","100,00","160,00","480,00","3,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024A","130,00","100,00","300,00","3,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024B","130,00","125,00","375,00","3,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021A","110,00","110,00","185,00","1,68","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021B","155,00","155,00","161,00","1,04","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz blanco tradicional","2022","2022A","100,00","0,00","0,00","0,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz blanco tradicional","2022","2022B","100,00","200,00","600,00","3,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz blanco tradicional","2023","2023A","110,00","80,00","240,00","3,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz blanco tradicional","2023","2023B","100,00","110,00","330,00","3,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz blanco tradicional","2024","2024A","100,00","80,00","240,00","3,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz blanco tradicional","2024","2024B","110,00","95,00","285,00","3,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019A","200,00","200,00","1.000,00","5,00","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019B","300,00","300,00","1.500,00","5,00","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020A","310,00","310,00","1.550,00","5,00","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73547","Piedras","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020B","300,00","300,00","1.500,00","5,00","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73555","Planadas","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021A","15,00","15,00","30,00","2,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73555","Planadas","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021B","26,00","20,00","40,00","2,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73555","Planadas","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022A","37,00","15,00","30,00","2,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73555","Planadas","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022B","35,00","37,00","74,00","2,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73555","Planadas","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023A","46,00","35,00","70,00","2,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73555","Planadas","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023B","46,00","46,00","92,00","2,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73555","Planadas","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024A","44,00","46,00","92,00","2,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73555","Planadas","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024B","30,00","44,00","88,00","2,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73555","Planadas","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021A","5,00","5,00","7,50","1,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73555","Planadas","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021B","7,00","7,00","10,50","1,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73555","Planadas","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019A","1,50","1,50","8,00","5,33","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73555","Planadas","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020A","20,00","20,00","25,00","1,25","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73555","Planadas","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020B","50,00","50,00","60,00","1,20","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021A","102,31","102,31","170,00","1,66","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021B","125,00","125,00","212,50","1,70","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022A","50,00","125,00","187,50","1,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022B","65,00","50,00","75,00","1,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023A","50,00","65,00","97,50","1,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023B","80,00","50,00","75,00","1,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024A","60,00","80,00","120,00","1,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024B","100,00","80,00","120,00","1,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021A","48,00","48,00","81,60","1,70","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021B","125,00","125,00","212,50","1,70","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz blanco tradicional","2022","2022A","0,00","125,00","212,50","1,70","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019A","120,00","120,00","240,00","2,00","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019B","280,00","280,00","560,00","2,00","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020A","150,00","150,00","255,00","1,70","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73616","Rioblanco","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020B","250,00","250,00","425,00","1,70","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021A","20,00","20,00","70,00","3,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021B","15,00","15,00","50,00","3,33","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022A","20,00","20,00","70,00","3,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022B","15,00","15,00","49,95","3,33","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023A","30,00","26,00","78,00","3,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023B","20,00","18,00","63,00","3,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024A","25,00","22,00","66,00","3,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024B","20,00","19,00","66,50","3,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021A","11,00","11,00","39,00","3,55","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021B","15,00","15,00","50,00","3,33","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz blanco tradicional","2022","2022A","11,00","11,00","39,05","3,55","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz blanco tradicional","2022","2022B","15,00","15,00","49,95","3,33","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz blanco tradicional","2023","2023A","10,00","8,50","25,50","3,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz blanco tradicional","2023","2023B","15,00","13,50","47,25","3,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz blanco tradicional","2024","2024A","9,00","7,00","21,00","3,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz blanco tradicional","2024","2024B","15,00","14,00","49,00","3,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019A","35,00","30,00","120,00","4,00","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019B","40,00","38,00","152,00","4,00","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020A","35,00","30,00","120,00","4,00","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73622","Roncesvalles","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020B","35,00","30,00","120,00","4,00","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021A","293,50","290,00","725,00","2,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021B","186,00","184,00","460,00","2,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022A","275,00","186,00","520,80","2,80","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022B","170,00","270,00","675,00","2,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023A","275,00","170,00","476,00","2,80","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023B","150,00","275,00","770,00","2,80","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024A","265,00","150,00","420,00","2,80","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024B","135,00","265,00","742,00","2,80","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021A","292,00","290,00","725,00","2,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021B","186,00","183,00","460,00","2,51","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz blanco tradicional","2022","2022A","250,00","186,00","427,80","2,30","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz blanco tradicional","2022","2022B","170,00","235,00","540,50","2,30","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz blanco tradicional","2023","2023A","230,00","170,00","391,00","2,30","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz blanco tradicional","2023","2023B","170,00","230,00","529,00","2,30","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz blanco tradicional","2024","2024A","225,00","170,00","391,00","2,30","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz blanco tradicional","2024","2024B","153,00","225,00","517,50","2,30","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019A","698,00","685,00","2.740,00","4,00","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019B","369,00","19,00","22,80","1,20","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020A","587,00","488,00","585,60","1,20","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73624","Rovira","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020B","369,00","19,00","22,80","1,20","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tecnificado","2021","2021A","10,00","10,00","50,00","5,00","Transitorio","Grano seco","1010401","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tecnificado","2021","2021B","50,00","50,00","300,00","6,00","Transitorio","Grano seco","1010401","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tecnificado","2022","2022A","12,00","56,00","280,00","5,00","Transitorio","Grano seco","1010401","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tecnificado","2022","2022B","55,00","6,00","36,00","6,00","Transitorio","Grano seco","1010401","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tecnificado","2023","2023A","20,00","65,00","455,00","7,00","Transitorio","Grano seco","1010401","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tecnificado","2023","2023B","55,00","40,00","280,00","7,00","Transitorio","Grano seco","1010401","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tecnificado","2024","2024A","15,00","24,00","132,00","5,50","Transitorio","Grano seco","1010401","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tecnificado","2024","2024B","50,00","50,00","275,00","5,50","Transitorio","Grano seco","1010401","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021B","5,00","5,00","15,00","3,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022A","0,00","5,00","15,00","3,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022B","8,00","0,00","0,00","0,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023A","25,00","20,00","100,00","5,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023B","7,00","13,00","65,00","5,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024A","20,00","7,00","10,50","1,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024B","6,00","20,00","30,00","1,50","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tecnificado","2021","2021A","10,00","10,00","60,00","6,00","Transitorio","Grano seco","1010403","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tecnificado","2021","2021B","30,00","30,00","180,00","6,00","Transitorio","Grano seco","1010403","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tecnificado","2022","2022A","15,00","37,00","259,00","7,00","Transitorio","Grano seco","1010403","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tecnificado","2022","2022B","40,00","8,00","56,00","7,00","Transitorio","Grano seco","1010403","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tecnificado","2023","2023A","20,00","50,00","350,00","7,00","Transitorio","Grano seco","1010403","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tecnificado","2023","2023B","30,00","10,00","60,00","6,00","Transitorio","Grano seco","1010403","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tecnificado","2024","2024A","15,00","29,00","159,50","5,50","Transitorio","Grano seco","1010403","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tecnificado","2024","2024B","10,00","15,00","82,50","5,50","Transitorio","Grano seco","1010403","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021B","10,00","10,00","40,00","4,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tradicional","2022","2022A","0,00","10,00","40,00","4,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tradicional","2022","2022B","15,00","0,00","0,00","0,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tradicional","2023","2023A","15,00","22,00","88,00","4,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tradicional","2023","2023B","15,00","8,00","40,00","5,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tradicional","2024","2024A","10,00","12,00","18,00","1,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz blanco tradicional","2024","2024B","10,00","10,00","15,00","1,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz tecnificado","2019","2019A","20,00","20,00","140,00","7,00","Transitorio","En fresco","1010498","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz tecnificado","2019","2019B","30,00","30,00","210,00","7,00","Transitorio","En fresco","1010498","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz tecnificado","2020","2020A","20,00","20,00","100,00","5,00","Transitorio","En fresco","1010498","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz tecnificado","2020","2020B","30,00","30,00","150,00","5,00","Transitorio","En fresco","1010498","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019A","70,00","70,00","245,00","3,50","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019B","85,00","85,00","300,00","3,53","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020A","50,00","50,00","120,00","2,40","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73671","Saldaña","Cereales","Cereales","Maíz","Maíz tradicional","2020","2020B","70,00","70,00","140,00","2,00","Transitorio","En fresco","1010497","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021A","170,00","168,00","452,00","2,69","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2021","2021B","194,00","194,00","776,00","4,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022A","400,00","500,00","2.000,00","4,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2022","2022B","200,00","194,00","776,00","4,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023A","440,00","400,00","1.600,00","4,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2023","2023B","250,00","290,00","1.160,00","4,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024A","445,00","400,00","1.600,00","4,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz amarillo tradicional","2024","2024B","260,00","310,00","1.240,00","4,00","Transitorio","Grano seco","1010402","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021A","165,00","163,00","396,00","2,43","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz blanco tradicional","2021","2021B","184,00","184,00","644,00","3,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz blanco tradicional","2022","2022A","110,00","184,00","644,00","3,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz blanco tradicional","2022","2022B","195,00","215,00","752,50","3,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz blanco tradicional","2023","2023A","130,00","160,00","560,00","3,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz blanco tradicional","2023","2023B","195,00","160,00","560,00","3,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz blanco tradicional","2024","2024A","135,00","230,00","805,00","3,50","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz blanco tradicional","2024","2024B","100,00","0,00","0,00","0,00","Transitorio","Grano seco","1010404","Zea mays"
"73","Tolima","73675","San Antonio","Cereales","Cereales","Maíz","Maíz tradicional","2019","2019A","120,00","110,00","440,00","4,00","Transitorio","En fresco","1010497","Zea mays"
