"Código Dane departamento","Departamento","Código Dane municipio","Municipio","Grupo cultivo","Subgrupo","Cultivo","Desagregación cultivo","Año","Periodo","Área sembrada","Área cosechada","Producción","Rendimiento","Ciclo del cultivo","Estado físico del cultivo","Código del cultivo","Nombre científico del cultivo"
"05","Antioquia","05030","Amagá","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022B","2,00","0,50","0,89","1,78","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano manual","2019","2019A","719,00","700,00","1.499,40","2,14","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano manual","2019","2019B","751,00","735,00","1.574,37","2,14","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020A","719,00","700,00","1.499,40","2,14","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020B","751,00","735,00","1.574,37","2,14","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021A","719,00","700,00","1.499,40","2,14","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021B","751,00","735,00","1.574,37","2,14","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022A","680,00","408,00","775,20","1,90","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022B","638,00","878,00","1.878,92","2,14","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano manual","2023","2023A","726,00","758,00","1.713,84","2,26","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano manual","2023","2023B","802,00","802,00","1.523,80","1,90","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano manual","2024","2024A","754,00","0,00","0,00","0,00","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano manual","2024","2024B","842,00","754,00","1.432,60","1,90","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2019","2019A","202,00","198,00","942,48","4,76","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2020","2020A","202,00","198,00","942,48","4,76","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2021","2021A","202,00","198,00","942,48","4,76","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05045","Apartadó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2024","2024A","4,00","0,00","0,00","0,00","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05051","Arboletes","Cereales","Cereales","Arroz","Arroz secano manual","2019","2019B","1.455,00","914,00","2.285,00","2,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05051","Arboletes","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020B","1.755,00","1.579,00","3.758,02","2,38","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05051","Arboletes","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021B","1.864,00","1.800,00","4.284,00","2,38","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05051","Arboletes","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022B","989,00","930,00","2.213,40","2,38","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05051","Arboletes","Cereales","Cereales","Arroz","Arroz secano manual","2023","2023B","1.200,00","1.140,00","2.280,00","2,00","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05051","Arboletes","Cereales","Cereales","Arroz","Arroz secano manual","2024","2024B","1.200,00","1.130,00","2.260,00","2,00","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05107","Briceño","Cereales","Cereales","Arroz","Arroz secano manual","2019","2019A","15,00","15,00","26,78","1,79","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05107","Briceño","Cereales","Cereales","Arroz","Arroz secano manual","2019","2019B","20,00","20,00","35,70","1,78","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05107","Briceño","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020A","16,00","15,00","26,78","1,79","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05107","Briceño","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020B","20,00","20,00","35,70","1,78","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05107","Briceño","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021A","21,00","20,00","29,75","1,49","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05107","Briceño","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021B","21,00","20,00","29,75","1,49","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05107","Briceño","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022A","18,00","20,00","35,46","1,77","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05107","Briceño","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022B","20,00","18,00","32,13","1,78","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05107","Briceño","Cereales","Cereales","Arroz","Arroz secano manual","2023","2023A","15,00","20,00","30,94","1,55","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05107","Briceño","Cereales","Cereales","Arroz","Arroz secano manual","2023","2023B","17,00","15,00","26,78","1,79","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05107","Briceño","Cereales","Cereales","Arroz","Arroz secano manual","2024","2024A","20,00","17,00","26,30","1,55","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05107","Briceño","Cereales","Cereales","Arroz","Arroz secano manual","2024","2024B","18,00","20,00","35,70","1,78","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano manual","2019","2019A","215,00","208,00","478,40","2,30","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano manual","2019","2019B","215,00","200,00","499,80","2,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020A","250,00","245,00","294,00","1,20","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020B","300,00","295,00","354,00","1,20","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021A","230,00","230,00","460,00","2,00","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021B","310,00","305,00","610,00","2,00","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022A","320,00","310,00","620,00","2,00","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022B","250,00","317,00","634,00","2,00","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano manual","2023","2023A","190,00","250,00","500,00","2,00","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano manual","2023","2023B","450,00","640,00","1.280,00","2,00","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano manual","2024","2024A","200,00","0,00","0,00","0,00","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano manual","2024","2024B","290,00","430,00","645,00","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano mecanizado","2019","2019A","350,00","345,00","1.552,50","4,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano mecanizado","2019","2019B","300,00","295,00","1.474,41","5,00","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano mecanizado","2020","2020A","350,00","345,00","1.449,00","4,20","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano mecanizado","2020","2020B","500,00","495,00","2.079,00","4,20","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano mecanizado","2021","2021A","451,00","410,41","1.846,84","4,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano mecanizado","2021","2021B","420,00","415,00","1.867,50","4,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano mecanizado","2022","2022A","415,00","407,00","1.709,40","4,20","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano mecanizado","2022","2022B","315,00","312,00","1.310,40","4,20","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano mecanizado","2023","2023A","290,00","290,00","1.160,00","4,00","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano mecanizado","2023","2023B","300,00","300,00","1.200,00","4,00","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano mecanizado","2024","2024A","240,00","0,00","0,00","0,00","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05120","Cáceres","Cereales","Cereales","Arroz","Arroz secano mecanizado","2024","2024B","360,00","560,00","2.184,00","3,90","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05147","Carepa","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020A","75,00","70,00","333,20","4,76","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05147","Carepa","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020B","60,00","45,00","214,20","4,76","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05147","Carepa","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021A","75,00","40,00","184,45","4,61","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05147","Carepa","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021B","53,00","32,00","114,24","3,57","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05147","Carepa","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022A","27,00","13,50","64,26","4,76","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05147","Carepa","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022B","20,00","33,50","159,46","4,76","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020A","120,00","120,00","299,88","2,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020B","180,00","180,00","385,56","2,14","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021A","100,00","100,00","120,00","1,20","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021B","180,00","180,00","300,00","1,67","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022A","120,00","165,00","247,50","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022B","120,00","108,00","140,40","1,30","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano manual","2023","2023A","520,00","118,00","177,00","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano manual","2023","2023B","730,00","515,00","772,50","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano manual","2024","2024A","545,00","670,00","1.005,00","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano manual","2024","2024B","650,00","450,00","675,00","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano mecanizado","2019","2019A","800,00","800,00","3.360,00","4,20","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano mecanizado","2019","2019B","530,00","530,00","2.491,00","4,70","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano mecanizado","2020","2020A","980,00","900,00","4.050,00","4,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano mecanizado","2020","2020B","530,00","530,00","2.491,00","4,70","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano mecanizado","2021","2021A","983,00","983,00","4.876,00","4,96","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano mecanizado","2021","2021B","530,00","530,00","2.491,00","4,70","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano mecanizado","2022","2022A","530,00","505,00","2.373,50","4,70","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano mecanizado","2022","2022B","530,00","505,00","2.121,00","4,20","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano mecanizado","2023","2023A","1.050,00","525,00","2.362,50","4,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano mecanizado","2023","2023B","800,00","1.045,00","4.702,50","4,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano mecanizado","2024","2024A","1.200,00","760,00","3.420,00","4,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05154","Caucasia","Cereales","Cereales","Arroz","Arroz secano mecanizado","2024","2024B","800,00","1.150,00","5.175,00","4,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano manual","2019","2019A","124,00","40,00","60,00","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano manual","2019","2019B","130,00","60,00","90,00","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020A","20,00","20,00","30,00","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020B","110,00","110,00","165,00","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021A","20,00","20,00","30,00","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021B","110,00","110,00","472,00","4,29","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022A","80,00","80,00","120,00","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022B","130,00","130,00","585,00","4,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2019","2019A","82,00","25,00","125,00","5,00","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2019","2019B","72,00","68,00","340,00","5,00","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2020","2020A","595,00","565,00","2.825,00","5,00","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2020","2020B","724,00","724,00","3.620,00","5,00","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2021","2021A","595,00","595,00","2.975,00","5,00","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2021","2021B","724,00","724,00","1.413,00","1,95","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2022","2022A","435,00","530,00","2.385,00","4,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2022","2022B","340,00","160,00","720,00","4,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2023","2023A","986,00","976,00","4.294,40","4,40","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2023","2023B","650,00","650,00","2.925,00","4,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2024","2024A","628,00","340,00","1.530,00","4,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05172","Chigorodó","Cereales","Cereales","Arroz","Arroz secano mecanizado","2024","2024B","579,00","750,00","3.375,00","4,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05197","Cocorná","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021A","3,00","2,80","3,57","1,28","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05197","Cocorná","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022A","3,00","0,00","0,00","0,00","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05197","Cocorná","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022B","0,00","3,00","5,00","1,67","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano manual","2019","2019A","1.140,00","1.140,00","1.899,24","1,67","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020A","1.100,00","1.100,00","1.832,60","1,67","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020B","120,00","120,00","199,92","1,67","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021A","750,00","750,00","1.249,50","1,67","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021B","150,00","150,00","249,90","1,67","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022A","800,00","825,00","1.237,50","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022B","200,00","325,00","455,00","1,40","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano manual","2023","2023A","400,00","200,00","300,00","1,50","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano manual","2023","2023B","395,00","595,00","1.071,00","1,80","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano manual","2024","2024A","350,00","175,00","354,02","2,02","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano manual","2024","2024B","300,00","475,00","847,88","1,79","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano mecanizado","2019","2019A","550,00","550,00","1.925,00","3,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano mecanizado","2019","2019B","500,00","500,00","1.750,00","3,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano mecanizado","2020","2020A","500,00","500,00","1.750,00","3,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano mecanizado","2020","2020B","425,00","425,00","1.487,50","3,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano mecanizado","2021","2021A","325,00","325,00","1.137,50","3,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano mecanizado","2021","2021B","320,00","200,00","1.071,00","5,36","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano mecanizado","2022","2022A","168,00","445,00","1.780,00","4,00","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano mecanizado","2022","2022B","120,00","163,00","570,50","3,50","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano mecanizado","2023","2023A","180,00","90,00","234,00","2,60","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano mecanizado","2023","2023B","210,00","300,00","780,00","2,60","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano mecanizado","2024","2024A","160,00","80,00","304,64","3,81","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05250","El Bagre","Cereales","Cereales","Arroz","Arroz secano mecanizado","2024","2024B","120,00","200,00","714,00","3,57","Transitorio","Paddy o cáscara verde","1010103","Oryza sativa"
"05","Antioquia","05284","Frontino","Cereales","Cereales","Arroz","Arroz secano manual","2019","2019A","15,40","14,40","51,84","3,60","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05284","Frontino","Cereales","Cereales","Arroz","Arroz secano manual","2019","2019B","15,40","14,40","51,84","3,60","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05284","Frontino","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020A","16,00","14,50","65,57","4,52","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05284","Frontino","Cereales","Cereales","Arroz","Arroz secano manual","2020","2020B","16,10","15,10","66,49","4,40","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05284","Frontino","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021A","16,00","16,00","65,00","4,06","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05284","Frontino","Cereales","Cereales","Arroz","Arroz secano manual","2021","2021B","16,48","15,00","66,00","4,40","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05284","Frontino","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022A","14,00","16,00","67,97","4,25","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
"05","Antioquia","05284","Frontino","Cereales","Cereales","Arroz","Arroz secano manual","2022","2022B","13,72","14,00","58,14","4,15","Transitorio","Paddy o cáscara verde","1010102","Oryza sativa"
