Código del ámbito,Ámbito,Código del área,Área,Código del elemento,Elemento,Código del producto,Producto,Código del año,Año,Unidad,Valor
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210401M,Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (promedio de 3 años),20232025,2023-2025,%,4.9
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210401M,Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (promedio de 3 años),20232025,2023-2025,%,4.5
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210401M,Prevalencia de la inseguridad alimentaria grave en la población adulta masculina (%) (promedio de 3 años),20232025,2023-2025,%,5.3
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20142016,2014-2016,%,5
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20142016,2014-2016,%,4.8
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20142016,2014-2016,%,5.3
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20152017,2015-2017,%,4.8
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20152017,2015-2017,%,4.5
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20152017,2015-2017,%,5
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20162018,2016-2018,%,4.6
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20162018,2016-2018,%,4.4
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20162018,2016-2018,%,4.9
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20172019,2017-2019,%,5
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20172019,2017-2019,%,4.8
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20172019,2017-2019,%,5.3
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20182020,2018-2020,%,5.2
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20182020,2018-2020,%,5
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20182020,2018-2020,%,5.5
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20192021,2019-2021,%,5.7
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20192021,2019-2021,%,5.4
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20192021,2019-2021,%,6
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20202022,2020-2022,%,5.7
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20202022,2020-2022,%,5.4
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20202022,2020-2022,%,6
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20212023,2021-2023,%,5.7
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20212023,2021-2023,%,5.4
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20212023,2021-2023,%,6
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20222024,2022-2024,%,5.7
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20222024,2022-2024,%,5.4
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20222024,2022-2024,%,6
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20232025,2023-2025,%,5.6
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20232025,2023-2025,%,5.2
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210401F,Prevalencia de la inseguridad alimentaria grave en la población adulta femenina (%) (promedio de 3 años),20232025,2023-2025,%,5.9
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20142016,2014-2016,%,19.9
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20142016,2014-2016,%,19.2
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20142016,2014-2016,%,20.7
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20152017,2015-2017,%,22.3
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20152017,2015-2017,%,21.5
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20152017,2015-2017,%,23
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20162018,2016-2018,%,24.9
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20162018,2016-2018,%,24.1
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20162018,2016-2018,%,25.7
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20172019,2017-2019,%,26.5
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20172019,2017-2019,%,25.8
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20172019,2017-2019,%,27.3
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20182020,2018-2020,%,28.5
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20182020,2018-2020,%,27.7
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20182020,2018-2020,%,29.2
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20192021,2019-2021,%,30.5
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20192021,2019-2021,%,29.7
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20192021,2019-2021,%,31.3
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20202022,2020-2022,%,31.6
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20202022,2020-2022,%,30.8
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20202022,2020-2022,%,32.3
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20212023,2021-2023,%,30.6
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20212023,2021-2023,%,29.8
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20212023,2021-2023,%,31.4
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20222024,2022-2024,%,28.9
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20222024,2022-2024,%,28
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20222024,2022-2024,%,29.8
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20232025,2023-2025,%,28
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20232025,2023-2025,%,27.1
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091,Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años),20232025,2023-2025,%,29
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20142016,2014-2016,%,18.8
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20142016,2014-2016,%,17.9
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20142016,2014-2016,%,19.6
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20152017,2015-2017,%,21.2
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20152017,2015-2017,%,20.4
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20152017,2015-2017,%,22
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20162018,2016-2018,%,22.9
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20162018,2016-2018,%,22.1
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20162018,2016-2018,%,23.7
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20172019,2017-2019,%,23.5
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20172019,2017-2019,%,22.7
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20172019,2017-2019,%,24.3
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20182020,2018-2020,%,24.8
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20182020,2018-2020,%,24
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20182020,2018-2020,%,25.7
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20192021,2019-2021,%,26.4
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20192021,2019-2021,%,25.6
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20192021,2019-2021,%,27.2
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20202022,2020-2022,%,27.8
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20202022,2020-2022,%,27
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20202022,2020-2022,%,28.6
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20212023,2021-2023,%,27
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20212023,2021-2023,%,26.2
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20212023,2021-2023,%,27.9
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20222024,2022-2024,%,25
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20222024,2022-2024,%,24.1
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20222024,2022-2024,%,26
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20232025,2023-2025,%,25.7
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20232025,2023-2025,%,24.7
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091M,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años),20232025,2023-2025,%,26.7
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20142016,2014-2016,%,21.2
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20142016,2014-2016,%,20.5
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20142016,2014-2016,%,21.8
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20152017,2015-2017,%,23.4
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20152017,2015-2017,%,22.7
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20152017,2015-2017,%,24.1
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20162018,2016-2018,%,26.9
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20162018,2016-2018,%,26.2
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20162018,2016-2018,%,27.6
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20172019,2017-2019,%,29.6
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20172019,2017-2019,%,28.9
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20172019,2017-2019,%,30.3
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20182020,2018-2020,%,32.1
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20182020,2018-2020,%,31.4
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20182020,2018-2020,%,32.8
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20192021,2019-2021,%,34.6
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20192021,2019-2021,%,33.9
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20192021,2019-2021,%,35.3
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20202022,2020-2022,%,35.3
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20202022,2020-2022,%,34.6
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20202022,2020-2022,%,36
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20212023,2021-2023,%,34.1
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20212023,2021-2023,%,33.3
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20212023,2021-2023,%,34.9
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20222024,2022-2024,%,32.8
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20222024,2022-2024,%,32
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20222024,2022-2024,%,33.6
FS,Datos de Seguridad Alimentaria,44,Colombia,6121,Valor,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20232025,2023-2025,%,30.3
FS,Datos de Seguridad Alimentaria,44,Colombia,61211,Confidence interval: Lower bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20232025,2023-2025,%,29.5
FS,Datos de Seguridad Alimentaria,44,Colombia,61212,Confidence interval: Upper bound,210091F,Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años),20232025,2023-2025,%,31.2
FS,Datos de Seguridad Alimentaria,44,Colombia,6132,Valor,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20142016,2014-2016,millones de No.,2.3
FS,Datos de Seguridad Alimentaria,44,Colombia,61321,Confidence interval: Lower bound,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20142016,2014-2016,millones de No.,2.2
FS,Datos de Seguridad Alimentaria,44,Colombia,61322,Confidence interval: Upper bound,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20142016,2014-2016,millones de No.,2.4
FS,Datos de Seguridad Alimentaria,44,Colombia,6132,Valor,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20152017,2015-2017,millones de No.,2.2
FS,Datos de Seguridad Alimentaria,44,Colombia,61321,Confidence interval: Lower bound,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20152017,2015-2017,millones de No.,2.1
FS,Datos de Seguridad Alimentaria,44,Colombia,61322,Confidence interval: Upper bound,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20152017,2015-2017,millones de No.,2.4
FS,Datos de Seguridad Alimentaria,44,Colombia,6132,Valor,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20162018,2016-2018,millones de No.,2.2
FS,Datos de Seguridad Alimentaria,44,Colombia,61321,Confidence interval: Lower bound,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20162018,2016-2018,millones de No.,2.1
FS,Datos de Seguridad Alimentaria,44,Colombia,61322,Confidence interval: Upper bound,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20162018,2016-2018,millones de No.,2.3
FS,Datos de Seguridad Alimentaria,44,Colombia,6132,Valor,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20172019,2017-2019,millones de No.,2.2
FS,Datos de Seguridad Alimentaria,44,Colombia,61321,Confidence interval: Lower bound,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20172019,2017-2019,millones de No.,2.1
FS,Datos de Seguridad Alimentaria,44,Colombia,61322,Confidence interval: Upper bound,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20172019,2017-2019,millones de No.,2.4
FS,Datos de Seguridad Alimentaria,44,Colombia,6132,Valor,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20182020,2018-2020,millones de No.,2.3
FS,Datos de Seguridad Alimentaria,44,Colombia,61321,Confidence interval: Lower bound,210071,Número de personas que padecen inseguridad alimentaria grave (millones) (promedio de 3 años),20182020,2018-2020,millones de No.,2.2
